City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Atyrau,KZ,2021-01-12 22:27:40,47.1167,51.8833,24.8,80,75,2.24
295,Korla,CN,2021-01-12 22:27:40,41.7597,86.1469,15.1,86,5,1.3
296,Agua Prieta,MX,2021-01-12 22:25:17,31.3,-109.5667,55.99,20,0,7.0
297,Victoria,HK,2021-01-12 22:27:41,22.2855,114.1577,53.01,48,0,7.87
298,Maputo,MZ,2021-01-12 22:22:54,-25.9653,32.5892,80.01,78,20,6.91
299,Amga,RU,2021-01-12 22:27:41,60.8953,131.9608,-42.25,78,82,1.28
300,Nola,IT,2021-01-12 22:27:41,40.922,14.5329,46.99,81,58,3.4
301,Isangel,VU,2021-01-12 22:24:25,-19.55,169.2667,82.4,94,90,3.51
302,Snezhnogorsk,RU,2021-01-12 22:27:42,69.1933,33.2531,-18.4,76,20,10.07
303,Muhos,FI,2021-01-12 22:27:42,64.808,25.9931,-2.2,71,0,20.71
304,Toora-Khem,RU,2021-01-12 22:27:42,52.4675,96.11,-9.18,87,100,1.95
305,Teguise,ES,2021-01-12 22:27:42,29.0605,-13.564,57.2,72,20,9.22
306,Borogontsy,RU,2021-01-12 22:27:42,62.6683,131.1683,-44.57,77,96,4.36
307,Cherskiy,RU,2021-01-12 22:27:42,68.75,161.3,-31.4,81,0,2.1
308,Fengcheng,CN,2021-01-12 22:27:42,40.4536,124.0717,20.35,95,97,0.89
309,Gornopravdinsk,RU,2021-01-12 22:27:43,60.05,69.9,-22.88,87,74,3.67
310,Mount Pleasant,US,2021-01-12 22:25:08,32.7941,-79.8626,52.0,87,90,8.81
311,Lasa,IT,2021-01-12 22:27:43,46.6166,10.7002,28.4,93,90,3.44
312,Bloomingdale,US,2021-01-12 22:27:43,27.8936,-82.2404,61.0,67,1,5.75
313,Camana,PE,2021-01-12 22:27:28,-16.6228,-72.7111,72.12,70,47,6.58
314,Tucuma,BR,2021-01-12 22:25:44,-0.1833,-50.05,78.17,88,92,5.73
315,El Retorno,CO,2021-01-12 22:27:43,2.3302,-72.6276,82.09,71,72,3.74
316,Jardim,BR,2021-01-12 22:27:43,-21.4803,-56.1381,88.39,55,45,1.21
317,Makkaveyevo,RU,2021-01-12 22:27:44,51.7533,113.9454,-7.6,49,97,4.47
318,Kavaratti,IN,2021-01-12 22:27:44,10.5669,72.642,75.97,82,100,22.26
319,Sola,VU,2021-01-12 22:27:44,-13.8833,167.55,82.4,83,75,14.58
320,Katsuura,JP,2021-01-12 22:27:44,35.1333,140.3,32.0,93,20,2.3
321,Broome,US,2021-01-12 22:27:44,42.2506,-75.833,32.0,69,90,4.61
322,Kharabali,RU,2021-01-12 22:27:44,47.4196,47.2568,30.0,92,89,1.01
323,Mercedes,AR,2021-01-12 22:27:44,-34.6515,-59.4307,75.99,34,0,1.99
324,Dudinka,RU,2021-01-12 22:27:45,69.4058,86.1778,16.0,97,100,13.85
325,Shimsk,RU,2021-01-12 22:27:45,58.212,30.7127,18.81,96,100,12.26
326,San Andres,CO,2021-01-12 22:24:55,12.5847,-81.7006,80.6,89,90,13.8
327,Tiksi,RU,2021-01-12 22:27:45,71.6872,128.8694,-36.99,81,88,6.53
328,Bara,NG,2021-01-12 22:27:45,10.3744,10.7288,71.37,22,0,8.12
329,Morgan City,US,2021-01-12 22:27:45,29.6994,-91.2068,52.0,53,1,10.36
330,Tucurui,BR,2021-01-12 22:27:45,-3.7661,-49.6725,76.46,91,90,2.17
331,Cascais,PT,2021-01-12 22:27:46,38.6979,-9.4215,45.0,63,0,4.0
332,Orlik,RU,2021-01-12 22:27:46,52.5178,99.825,-22.43,74,52,2.24
333,Phayuha Khiri,TH,2021-01-12 22:27:46,15.4553,100.1353,64.0,68,19,4.94
334,Lebu,CL,2021-01-12 22:24:22,-37.6167,-73.65,56.8,68,30,21.07
335,Asyut,EG,2021-01-12 22:27:46,27.181,31.1837,59.0,58,0,8.05
336,Naze,JP,2021-01-12 22:27:46,28.3667,129.4833,53.6,62,75,6.91
337,Barra Do Garcas,BR,2021-01-12 22:27:46,-15.89,-52.2567,80.58,75,97,3.22
338,Verkh-Usugli,RU,2021-01-12 22:27:46,52.7,115.1667,-14.49,86,86,3.58
339,Providencia,MX,2021-01-12 22:27:47,28.7167,-111.5833,73.99,14,0,7.0
340,Nalut,LY,2021-01-12 22:27:47,30.3333,10.85,48.29,50,73,8.48
341,Englewood,US,2021-01-12 22:27:13,39.6478,-104.9878,55.0,17,75,6.91
342,Noyabrsk,RU,2021-01-12 22:27:47,63.1994,75.4507,-9.06,91,100,10.49
343,Bagn,NO,2021-01-12 22:27:47,60.8225,9.5521,19.99,93,100,4.94
344,Te Anau,NZ,2021-01-12 22:27:47,-45.4167,167.7167,64.98,61,88,3.06
345,Tessalit,ML,2021-01-12 22:27:48,20.1986,1.0114,65.35,25,95,12.06
346,Sikonge,TZ,2021-01-12 22:27:48,-5.6333,32.7667,68.0,88,75,11.5
347,Minot,US,2021-01-12 22:25:34,48.2325,-101.2963,46.4,46,1,5.75
348,Xianyang,CN,2021-01-12 22:27:48,34.3378,108.7026,37.99,55,0,8.95
349,Maicao,CO,2021-01-12 22:27:48,11.3832,-72.2432,80.4,70,52,16.04
350,Pisco,PE,2021-01-12 22:24:17,-13.7,-76.2167,73.4,73,40,9.22
351,Port Blair,IN,2021-01-12 22:27:48,11.6667,92.75,77.61,77,34,10.89
352,Vicuna,CL,2021-01-12 22:25:41,-30.0319,-70.7081,80.01,22,0,3.0
353,Catia La Mar,VE,2021-01-12 22:26:06,10.6038,-67.0303,84.2,70,40,5.75
354,Tuatapere,NZ,2021-01-12 22:24:47,-46.1333,167.6833,66.24,60,100,4.56
355,Aransas Pass,US,2021-01-12 22:25:19,27.9095,-97.15,46.99,71,90,6.91
356,Talavera De La Reina,ES,2021-01-12 22:24:31,39.9635,-4.8308,31.3,93,0,2.3
357,Santa Cruz De Tenerife,ES,2021-01-12 22:27:49,28.4682,-16.2546,61.0,87,75,1.14
358,Faanui,PF,2021-01-12 22:27:49,-16.4833,-151.75,81.19,76,100,19.26
359,Luwuk,ID,2021-01-12 22:27:49,-0.9516,122.7875,78.93,73,79,2.26
360,Whitehorse,CA,2021-01-12 22:27:49,60.7161,-135.0538,26.6,86,75,6.91
361,La Ronge,CA,2021-01-12 22:27:49,55.1001,-105.2842,35.6,60,0,3.44
362,Puerto Del Rosario,ES,2021-01-12 22:27:50,28.5004,-13.8627,62.6,59,20,16.11
363,Rio Grande,BR,2021-01-12 22:27:50,-32.035,-52.0986,70.0,70,100,3.0
364,Mangai,CD,2021-01-12 22:27:50,-4.05,19.5333,71.51,92,45,1.34
365,Maple Creek,CA,2021-01-12 22:27:50,49.9168,-109.4848,41.0,52,100,17.27
366,Baruun-Urt,MN,2021-01-12 22:27:50,46.6806,113.2792,-10.89,82,67,11.39
367,Arkhangelsk,RU,2021-01-12 22:27:50,64.5401,40.5433,-22.0,69,0,2.24
368,Rio Tuba,PH,2021-01-12 22:27:50,8.5061,117.4317,79.36,80,100,14.9
369,Altay,CN,2021-01-12 22:27:50,47.8667,88.1167,16.45,85,100,0.81
370,Paamiut,GL,2021-01-12 22:27:50,61.994,-49.6678,25.25,96,100,18.57
371,Kirakira,SB,2021-01-12 22:27:51,-10.4544,161.9205,78.53,86,100,5.26
372,Wodonga,AU,2021-01-12 22:27:51,-36.1167,146.8833,84.0,50,0,5.75
373,Balikpapan,ID,2021-01-12 22:23:25,-1.2675,116.8289,75.33,92,100,5.28
374,Le Mars,US,2021-01-12 22:27:51,42.7942,-96.1656,46.4,53,1,8.05
375,Atasu,KZ,2021-01-12 22:27:51,48.6814,71.6433,-6.92,91,94,11.1
376,Shitanjing,CN,2021-01-12 22:24:26,39.2342,106.3439,20.61,68,0,7.58
377,Ixtapa,MX,2021-01-12 22:27:51,20.7,-105.2,71.6,78,90,10.36
378,Dunedin,NZ,2021-01-12 22:25:47,-45.8742,170.5036,64.17,75,12,4.21
379,Trelew,AR,2021-01-12 22:26:47,-43.249,-65.3051,65.79,30,0,15.52
380,Muravlenko,RU,2021-01-12 22:27:52,63.7898,74.523,-5.69,92,98,13.44
381,Shobara,JP,2021-01-12 22:27:52,34.85,133.0167,41.0,80,75,4.61
382,Astoria,US,2021-01-12 22:27:52,46.1879,-123.8313,55.0,94,90,16.11
383,Atar,MR,2021-01-12 22:27:52,20.5169,-13.0499,61.03,32,95,10.56
384,Roma,US,2021-01-12 22:25:57,43.2128,-75.4557,30.99,86,90,5.75
385,Alugan,PH,2021-01-12 22:27:52,12.2188,125.4808,78.19,90,100,16.84
386,Unidos,PH,2021-01-12 22:27:52,8.5942,123.668,75.36,91,100,8.72
387,Gamagori,JP,2021-01-12 22:25:22,34.8333,137.2333,41.0,60,20,11.5
388,Merauke,ID,2021-01-12 22:27:53,-8.4667,140.3333,77.9,91,100,11.95
389,Bontang,ID,2021-01-12 22:27:53,0.1333,117.5,77.18,88,100,5.41
390,Oyama,JP,2021-01-12 22:27:53,36.3,139.8,37.99,100,20,2.3
391,Umm Kaddadah,SD,2021-01-12 22:24:46,13.6017,26.6876,68.22,28,0,13.06
392,Pasighat,IN,2021-01-12 22:27:53,28.0667,95.3333,59.63,71,77,1.43
393,Marystown,CA,2021-01-12 22:27:53,47.1666,-55.1483,30.81,94,100,5.91
394,Uarini,BR,2021-01-12 22:27:53,-2.99,-65.1083,78.8,78,90,13.8
395,Haines Junction,CA,2021-01-12 22:25:33,60.7522,-137.5108,19.4,93,100,1.14
396,Bridlington,GB,2021-01-12 22:27:54,54.0831,-0.1919,32.0,85,25,4.0
397,Thunder Bay,CA,2021-01-12 22:25:30,48.4001,-89.3168,30.2,80,75,4.61
398,Zhangjiakou,CN,2021-01-12 22:27:54,40.81,114.8794,16.92,83,0,8.93
399,San Angelo,US,2021-01-12 22:27:54,31.4638,-100.437,48.99,57,1,4.61
400,Taga,RO,2021-01-12 22:27:54,46.95,24.05,32.0,100,90,0.54
401,Pidhorodne,UA,2021-01-12 22:27:54,48.5753,35.1068,26.6,86,75,20.13
402,Katherine,AU,2021-01-12 22:27:54,-14.4667,132.2667,80.6,78,90,3.83
403,Hohhot,CN,2021-01-12 22:27:54,40.8106,111.6522,10.4,61,0,4.47
404,Fukue,JP,2021-01-12 22:27:54,32.6881,128.8419,49.26,55,100,11.21
405,Sechura,PE,2021-01-12 22:25:16,-5.5569,-80.8222,79.65,56,20,20.2
406,Ossora,RU,2021-01-12 22:27:55,59.2353,163.0719,-3.17,77,74,3.47
407,Srednekolymsk,RU,2021-01-12 22:27:55,67.45,153.6833,-36.56,83,76,1.99
408,Tilichiki,RU,2021-01-12 22:27:55,60.4667,166.1,-21.87,85,74,8.61
409,Karlskrona,SE,2021-01-12 22:27:55,56.1616,15.5866,30.2,100,90,3.44
410,Ararat,AM,2021-01-12 22:27:55,39.8317,44.7049,23.0,86,50,2.3
411,Sambava,MG,2021-01-12 22:27:55,-14.2667,50.1667,77.05,85,9,3.47
412,Yining,CN,2021-01-12 22:27:55,29.0361,114.5636,35.74,77,0,2.15
413,Ciudad Bolivar,VE,2021-01-12 22:24:53,8.1222,-63.5497,82.51,64,97,11.05
414,Adrar,MR,2021-01-12 22:27:56,20.5022,-10.0711,64.74,26,100,8.79
415,Quimper,FR,2021-01-12 22:27:56,48.0,-4.1,50.0,93,90,12.66
416,Sozimskiy,RU,2021-01-12 22:27:56,59.7418,52.2482,-10.73,89,81,5.37
417,Sangar,RU,2021-01-12 22:27:56,63.9242,127.4739,-41.78,79,99,5.73
418,Alihe,CN,2021-01-12 22:27:56,50.5667,123.7167,-5.87,89,100,1.48
419,Eston,CA,2021-01-12 22:27:56,51.1501,-108.7514,34.0,80,75,6.91
420,Nishihara,JP,2021-01-12 22:27:56,26.1842,127.7558,55.4,62,75,6.91
421,Glendive,US,2021-01-12 22:27:56,47.1053,-104.7125,45.0,45,1,5.75
422,Anadyr,RU,2021-01-12 22:27:57,64.75,177.4833,-18.0,76,20,6.71
423,Richards Bay,ZA,2021-01-12 22:25:11,-28.783,32.0377,73.85,86,1,4.56
424,Flinders,AU,2021-01-12 22:27:57,-34.5833,150.8552,78.01,75,53,4.0
425,Celestun,MX,2021-01-12 22:27:57,20.8667,-90.4,73.11,81,97,16.78
426,Asau,RO,2021-01-12 22:27:57,46.4333,26.4,30.2,100,75,6.91
427,Stralsund,DE,2021-01-12 22:27:57,54.3091,13.0818,33.8,86,20,11.5
428,Ahuimanu,US,2021-01-12 22:27:57,21.4447,-157.8378,82.4,61,20,9.22
429,Rio Gallegos,AR,2021-01-12 22:24:31,-51.6226,-69.2181,57.2,30,75,20.71
430,Herat,AF,2021-01-12 22:27:58,34.5,62.0,35.6,61,0,1.28
431,Koceljeva,RS,2021-01-12 22:27:58,44.4736,19.8117,30.2,100,40,5.75
432,Stokmarknes,NO,2021-01-12 22:27:58,68.5646,14.9108,28.99,59,96,7.0
433,Coquimbo,CL,2021-01-12 22:27:58,-29.9533,-71.3436,62.6,72,75,10.36
434,Champerico,GT,2021-01-12 22:27:58,14.3,-91.9167,89.6,62,40,16.11
435,Merritt Island,US,2021-01-12 22:27:58,28.5392,-80.672,64.99,72,20,10.36
436,Antsirabe,MG,2021-01-12 22:27:59,-19.85,47.0333,61.03,88,5,1.16
437,Bonavista,CA,2021-01-12 22:27:59,48.6499,-53.1147,30.0,86,98,4.61
438,Uwajima,JP,2021-01-12 22:27:59,33.2238,132.56,39.2,81,75,5.75
439,Kiama,AU,2021-01-12 22:27:59,-34.6833,150.8667,78.01,80,55,5.01
440,Honiara,SB,2021-01-12 22:25:16,-9.4333,159.95,78.53,78,100,2.51
441,Fomboni,KM,2021-01-12 22:27:59,-12.28,43.7425,81.77,78,0,15.75
442,Ramhormoz,IR,2021-01-12 22:27:59,31.28,49.6035,54.43,41,0,3.96
443,Barreirinhas,BR,2021-01-12 22:28:00,-2.7469,-42.8264,78.21,81,95,5.06
444,Duki,PK,2021-01-12 22:28:00,30.1541,68.5728,45.41,37,0,3.24
445,Buraydah,SA,2021-01-12 22:28:00,26.326,43.975,46.4,81,0,3.44
446,Channel-Port Aux Basques,CA,2021-01-12 22:28:00,47.5702,-59.1367,29.21,93,100,2.82
447,Omaruru,NA,2021-01-12 22:28:00,-21.4333,15.9333,68.04,78,100,1.72
448,Belmonte,BR,2021-01-12 22:28:00,-15.8631,-38.8828,77.0,78,40,9.22
449,Hailar,CN,2021-01-12 22:28:00,49.2,119.7,-7.96,91,100,5.23
450,Ngunguru,NZ,2021-01-12 22:28:01,-35.6167,174.5,68.0,94,62,8.01
451,Puri,IN,2021-01-12 22:28:01,19.8,85.85,73.4,94,90,4.99
452,Sept-Iles,CA,2021-01-12 22:28:01,50.2001,-66.3821,21.2,68,26,5.75
453,Quang Ngai,VN,2021-01-12 22:28:01,15.1167,108.8,58.24,78,92,5.5
454,Ternate,ID,2021-01-12 22:24:46,0.8,127.4,80.87,80,81,5.79
455,Doha,QA,2021-01-12 22:25:07,25.2867,51.5333,62.6,72,0,5.75
456,Nelson Bay,AU,2021-01-12 22:28:02,-32.7167,152.15,75.2,60,20,8.05
457,Sindor,RU,2021-01-12 22:28:02,62.8629,51.8905,-12.91,86,2,2.91
458,Saint Anthony,US,2021-01-12 22:28:02,45.0205,-93.218,37.4,69,1,5.75
459,Hornepayne,CA,2021-01-12 22:28:02,49.2138,-84.7705,29.97,96,100,11.03
460,Taoudenni,ML,2021-01-12 22:28:02,22.6783,-3.9836,64.11,27,100,12.26
461,Charleville-Mezieres,FR,2021-01-12 22:28:03,49.7667,4.7167,34.0,96,0,1.01
462,San Cristobal,VE,2021-01-12 22:28:03,7.7669,-72.225,80.6,69,40,12.66
463,Kurumkan,RU,2021-01-12 22:28:03,54.3,110.3,-17.64,75,33,3.27
464,Saint-Francois,FR,2021-01-12 22:28:03,46.4154,3.9054,44.6,93,90,12.66
465,Daliao,PH,2021-01-12 22:28:03,5.8611,124.9533,79.34,70,54,3.36
466,Menongue,AO,2021-01-12 22:28:03,-14.6585,17.691,65.26,91,100,0.81
467,Raymondville,US,2021-01-12 22:28:03,26.4815,-97.7831,51.8,46,90,4.61
468,Nicosia,CY,2021-01-12 22:28:04,35.1667,33.3667,57.2,94,75,3.44
469,Tazovskiy,RU,2021-01-12 22:28:04,67.4667,78.7,6.28,95,100,17.2
470,Venice,US,2021-01-12 22:27:59,27.0998,-82.4543,61.0,77,1,10.36
471,Grand Gaube,MU,2021-01-12 22:28:04,-20.0064,57.6608,77.0,88,88,7.0
472,Tres Arroyos,AR,2021-01-12 22:28:04,-38.3739,-60.2798,73.94,35,0,3.44
473,Dzidzantun,MX,2021-01-12 22:28:04,21.25,-89.05,74.44,78,88,7.7
474,Terrace Bay,CA,2021-01-12 22:28:04,48.7834,-87.1,33.8,86,90,5.75
475,Fuyu,CN,2021-01-12 22:28:04,45.1833,124.8167,-2.99,93,74,8.1
476,Byron Bay,AU,2021-01-12 22:28:04,-28.65,153.6167,77.0,61,40,8.05
477,Baikunthpur,IN,2021-01-12 22:28:04,23.25,82.55,48.25,50,19,3.13
478,Alice Springs,AU,2021-01-12 22:25:57,-23.7,133.8833,80.6,34,13,7.02
479,Antalaha,MG,2021-01-12 22:28:05,-14.9003,50.2788,75.81,91,10,4.25
480,De Panne,BE,2021-01-12 22:28:05,51.0792,2.5917,41.0,75,75,6.91
481,Saldus,LV,2021-01-12 22:28:05,56.6636,22.4881,28.4,99,100,6.76
482,Portland,US,2021-01-12 22:26:24,45.5234,-122.6762,57.2,88,90,11.5
483,Pulo,PH,2021-01-12 22:28:05,15.246,120.9285,71.6,73,75,2.3
484,Acapulco,MX,2021-01-12 22:28:05,16.8634,-99.8901,84.2,70,20,8.05
485,Neuquen,AR,2021-01-12 22:28:05,-38.9516,-68.0591,82.4,24,0,8.32
486,Long Beach,US,2021-01-12 22:26:48,33.767,-118.1892,71.01,28,1,6.91
487,Tirumullaivasal,IN,2021-01-12 22:28:06,11.2333,79.8333,76.93,87,91,14.94
488,College,US,2021-01-12 22:26:41,64.8569,-147.8028,1.4,78,75,3.44
489,Amahai,ID,2021-01-12 22:28:06,-3.3333,128.9167,86.0,89,94,3.6
490,Inhambane,MZ,2021-01-12 22:28:06,-23.865,35.3833,78.51,87,1,6.49
491,Coos Bay,US,2021-01-12 22:28:06,43.3665,-124.2179,60.01,94,90,18.41
492,Sistranda,NO,2021-01-12 22:25:13,63.7256,8.834,26.6,68,20,17.27
493,Natal,BR,2021-01-12 22:28:06,-5.795,-35.2094,78.8,78,40,5.75
494,Gimli,CA,2021-01-12 22:28:07,50.6336,-96.9907,30.2,74,75,6.91
495,Hamilton,US,2021-01-12 22:26:56,39.1834,-84.5333,34.0,69,1,9.22
496,Cilegon,ID,2021-01-12 22:28:07,-6.0174,106.0538,77.0,94,40,3.44
497,Kuito,AO,2021-01-12 22:24:13,-12.3833,16.9333,60.87,89,99,5.39
498,Tugulym,RU,2021-01-12 22:28:07,57.0591,64.6425,-22.0,76,20,6.71
499,Verkhnyaya Toyma,RU,2021-01-12 22:28:07,62.2349,44.9985,-12.28,87,91,4.45
500,Laguna,US,2021-01-12 22:28:07,38.421,-121.4238,57.2,62,90,4.61
501,Caravelas,BR,2021-01-12 22:28:08,-17.7125,-39.2481,77.2,82,0,6.2
502,Emerald,AU,2021-01-12 22:28:08,-23.5333,148.1667,78.8,65,40,9.22
503,Ejea De Los Caballeros,ES,2021-01-12 22:28:09,42.1263,-1.1372,43.0,70,90,12.66
504,Dong Hoi,VN,2021-01-12 22:28:09,17.4833,106.6,53.6,70,67,7.63
505,Vao,NC,2021-01-12 22:28:09,-22.6667,167.4833,78.12,85,85,21.47
506,Saint-Georges,GD,2021-01-12 22:28:09,12.0564,-61.7485,80.6,74,20,11.5
507,Shingu,JP,2021-01-12 22:28:09,33.7333,135.9833,34.29,88,1,5.79
508,Chardara,KZ,2021-01-12 22:28:09,41.2547,67.9692,35.65,83,100,11.03
509,Boksitogorsk,RU,2021-01-12 22:28:09,59.474,33.8485,-8.0,81,88,4.0
510,Qusar,AZ,2021-01-12 22:28:09,41.4273,48.4289,39.07,83,81,3.09
511,Prado,BR,2021-01-12 22:28:10,-17.3411,-39.2208,77.36,83,0,7.67
512,Si Racha,TH,2021-01-12 22:24:01,13.1737,100.9311,71.01,38,59,10.04
513,Maine-Soroa,NE,2021-01-12 22:28:10,13.2114,12.0241,69.51,21,0,8.52
514,Fairbanks,US,2021-01-12 22:28:10,64.8378,-147.7164,1.4,85,75,2.3
515,Barillas,GT,2021-01-12 22:28:10,15.8036,-91.3158,68.0,52,20,9.22
516,Port Macquarie,AU,2021-01-12 22:28:10,-31.4333,152.9167,79.0,66,0,1.99
517,Lujan,AR,2021-01-12 22:27:14,-34.5703,-59.105,75.99,34,0,1.99
518,Gursarai,IN,2021-01-12 22:28:11,25.6148,79.1788,45.77,55,0,4.45
519,Ilulissat,GL,2021-01-12 22:28:11,69.2167,-51.1,17.6,73,75,2.3
520,Deniliquin,AU,2021-01-12 22:27:46,-35.5333,144.9667,72.0,56,1,3.53
521,Atagay,RU,2021-01-12 22:28:11,55.1033,99.3875,-7.53,87,100,2.59
522,Gizo,SB,2021-01-12 22:28:11,-8.103,156.8419,82.76,73,100,7.4
523,Itarema,BR,2021-01-12 22:28:11,-2.9248,-39.9167,79.11,78,89,11.34
524,Tabou,CI,2021-01-12 22:28:11,4.423,-7.3528,78.53,85,60,8.41
525,Basco,PH,2021-01-12 22:28:12,20.4487,121.9702,67.23,80,93,27.47
526,Augusto Correa,BR,2021-01-12 22:28:12,-1.0217,-46.635,75.78,93,93,3.76
527,Comodoro Rivadavia,AR,2021-01-12 22:25:12,-45.8667,-67.5,69.8,26,75,14.97
528,Mbour,SN,2021-01-12 22:28:12,14.422,-16.9638,66.2,63,14,17.27
529,Mission,US,2021-01-12 22:28:12,26.2159,-98.3253,53.01,50,90,8.05
530,Seoul,KR,2021-01-12 22:28:02,37.5683,126.9778,23.0,93,20,5.75
531,Lake Havasu City,US,2021-01-12 22:25:11,34.4839,-114.3224,62.6,15,1,10.36
532,Grand Forks,US,2021-01-12 22:28:12,47.9417,-97.4337,39.2,75,75,5.75
533,Santa Vitoria Do Palmar,BR,2021-01-12 22:27:48,-33.5189,-53.3681,65.1,63,100,10.94
534,Vardo,NO,2021-01-12 22:28:13,70.3705,31.1107,8.6,66,20,20.71
535,Ndele,CF,2021-01-12 22:28:13,8.4109,20.6473,71.47,21,0,5.06
536,Coihaique,CL,2021-01-12 22:23:30,-45.5752,-72.0662,59.0,51,20,8.05
537,Gorontalo,ID,2021-01-12 22:28:13,0.5412,123.0595,75.72,87,100,2.8
538,Tulum,MX,2021-01-12 22:28:13,20.2167,-87.4667,77.0,83,75,6.91
539,Okhotsk,RU,2021-01-12 22:28:13,59.3833,143.3,-11.47,89,88,4.27
540,Pochutla,MX,2021-01-12 22:28:13,15.7432,-96.4661,86.0,51,40,17.27
541,Port Augusta,AU,2021-01-12 22:28:13,-32.5,137.7667,82.99,68,3,5.75
542,Kenora,CA,2021-01-12 22:28:14,49.8167,-94.4337,24.8,100,75,10.36
543,Evensk,RU,2021-01-12 22:24:39,61.95,159.2333,-7.65,85,99,1.3
544,Linkoping,SE,2021-01-12 22:28:14,58.4109,15.6216,23.0,93,41,5.75
545,Yellapur,IN,2021-01-12 22:28:14,14.9667,74.7167,66.83,68,100,3.49
546,Arklow,IE,2021-01-12 22:28:14,52.7931,-6.1414,39.99,97,100,6.02
547,Manzil Kamil,TN,2021-01-12 22:28:14,35.6248,10.6673,53.6,71,40,24.16
548,Dingle,PH,2021-01-12 22:28:14,10.9995,122.6711,71.91,86,100,9.42
549,San Pedro,PH,2021-01-12 22:28:14,14.35,121.0167,75.2,78,75,7.05
550,San-Pedro,CI,2021-01-12 22:23:37,4.7485,-6.6363,78.21,86,51,8.14
551,Bitung,ID,2021-01-12 22:28:15,1.4451,125.1824,77.0,94,40,2.3
552,Ouegoa,NC,2021-01-12 22:28:15,-20.35,164.4333,83.64,76,40,10.25
553,Sorong,ID,2021-01-12 22:28:15,-0.8833,131.25,81.0,81,100,8.19
554,Pontianak,ID,2021-01-12 22:26:03,-0.0333,109.3333,75.2,100,40,4.97
555,Owatonna,US,2021-01-12 22:28:15,44.0839,-93.226,37.4,80,1,8.05
556,Half Moon Bay,US,2021-01-12 22:28:15,37.4636,-122.4286,61.0,72,1,5.75
557,Husavik,IS,2021-01-12 22:28:16,66.0449,-17.3389,12.2,85,0,1.14
558,Milazzo,IT,2021-01-12 22:27:06,38.2212,15.2383,50.0,74,22,8.01
559,Merrill,US,2021-01-12 22:24:48,45.1805,-89.6835,30.2,86,90,8.05
560,Kalmunai,LK,2021-01-12 22:28:16,7.4167,81.8167,77.5,86,83,5.17
561,Poshekhonye,RU,2021-01-12 22:28:16,58.4993,39.1353,-22.25,87,6,6.15
562,Rocha,UY,2021-01-12 22:28:16,-34.4833,-54.3333,65.05,44,77,11.18
563,Yerbogachen,RU,2021-01-12 22:28:16,61.2767,108.0108,-26.01,84,100,7.76
564,Maldonado,UY,2021-01-12 22:28:16,-34.6667,-54.9167,70.0,48,0,11.5
565,Talara,PE,2021-01-12 22:28:17,-4.5772,-81.2719,82.4,54,0,17.27
566,Dickinson,US,2021-01-12 22:26:56,29.4608,-95.0513,50.0,50,90,2.01
567,Santa Rosa,PH,2021-01-12 22:24:13,14.3122,121.1114,75.2,78,75,9.01
568,Havoysund,NO,2021-01-12 22:28:17,70.9963,24.6622,21.2,45,0,11.5
569,Onguday,RU,2021-01-12 22:28:17,50.75,86.15,13.01,86,100,2.28
570,Olga,RU,2021-01-12 22:28:17,43.7444,135.2892,16.32,96,100,4.81
571,Uusikaupunki,FI,2021-01-12 22:28:17,60.8004,21.4084,30.2,93,90,12.66
572,Yilan,TW,2021-01-12 22:28:18,24.757,121.753,44.01,99,0,4.83
573,Ryazan,RU,2021-01-12 22:28:18,54.6197,39.74,1.4,94,93,6.46
574,Alexandria,EG,2021-01-12 22:25:48,31.2156,29.9553,64.4,72,0,2.3
575,Avera,US,2021-01-12 22:28:18,33.194,-82.5271,48.2,93,90,10.36
576,Meulaboh,ID,2021-01-12 22:28:18,4.1363,96.1285,75.69,87,95,5.23
577,Kyabram,AU,2021-01-12 22:28:19,-36.3167,145.05,73.0,46,1,5.46
578,Muzhi,RU,2021-01-12 22:28:19,65.3667,64.6667,-3.82,79,0,4.79
